ticket_id,cliente_id,fecha_creacion,tiempo_resolucion_horas,csat_score
TCK-14143,CLI-1462,2026-03-10,9.8,5
TCK-14144,CLI-1462,2026-01-05,9.1,4
TCK-14145,CLI-1462,2026-04-23,1.9,5
TCK-14146,CLI-1462,2026-05-24,2.3,5
TCK-14147,CLI-1462,2026-04-29,6.7,4
TCK-14148,CLI-1462,2026-02-22,1.0,5
TCK-14149,CLI-1462,2026-05-24,4.5,5
TCK-14150,CLI-1463,2026-05-08,4.3,5
TCK-14151,CLI-1463,2026-01-25,10.3,5
TCK-14152,CLI-1463,2026-05-18,6.9,5
TCK-14153,CLI-1463,2026-02-21,13.3,4
TCK-14154,CLI-1463,2026-03-15,1.3,5
TCK-14155,CLI-1463,2026-01-31,1.6,4
TCK-14156,CLI-1464,2026-01-15,0.5,4
TCK-14157,CLI-1464,2026-01-14,5.5,3
TCK-14158,CLI-1464,2026-01-02,9.5,5
TCK-14159,CLI-1464,2026-04-22,0.5,4
TCK-14160,CLI-1465,2026-04-10,7.1,4
TCK-14161,CLI-1465,2026-03-24,7.6,3
TCK-14162,CLI-1465,2026-05-19,1.2,3
TCK-14163,CLI-1465,2026-03-16,7.0,4
TCK-14164,CLI-1465,2026-05-12,13.1,4
TCK-14165,CLI-1465,2026-03-15,6.4,5
TCK-14166,CLI-1465,2026-03-03,15.3,4
TCK-14167,CLI-1465,2026-05-25,5.6,4
TCK-14168,CLI-1465,2026-03-01,1.7,5
TCK-14169,CLI-1465,2026-01-07,2.6,5
TCK-14170,CLI-1465,2026-01-02,1.1,5
TCK-14171,CLI-1465,2026-03-12,17.4,5
TCK-14172,CLI-1465,2026-04-21,3.7,5
TCK-14173,CLI-1466,2026-01-16,0.5,5
TCK-14174,CLI-1466,2026-02-27,1.7,4
TCK-14175,CLI-1466,2026-03-22,3.0,3
TCK-14176,CLI-1466,2026-04-17,16.3,3
TCK-14177,CLI-1466,2026-01-01,17.2,5
TCK-14178,CLI-1466,2026-05-17,14.3,3
TCK-14179,CLI-1466,2026-05-08,3.0,5
TCK-14180,CLI-1466,2026-01-10,5.2,5
TCK-14181,CLI-1466,2026-04-09,5.6,4
TCK-14182,CLI-1466,2026-03-12,6.9,4
TCK-14183,CLI-1466,2026-05-25,1.7,5
TCK-14184,CLI-1467,2026-03-04,7.3,3
TCK-14185,CLI-1467,2026-05-01,0.5,5
TCK-14186,CLI-1468,2026-04-06,1.4,5
TCK-14187,CLI-1468,2026-01-02,8.4,4
TCK-14188,CLI-1468,2026-03-14,4.6,5
TCK-14189,CLI-1468,2026-03-14,4.8,3
TCK-14190,CLI-1468,2026-04-30,5.2,4
TCK-14191,CLI-1468,2026-01-14,1.9,5
TCK-14192,CLI-1468,2026-03-22,1.2,5
TCK-14193,CLI-1468,2026-05-22,2.7,4
TCK-14194,CLI-1468,2026-03-04,0.5,5
TCK-14195,CLI-1469,2026-01-15,145.5,1
TCK-14196,CLI-1469,2026-03-09,85.7,1
TCK-14197,CLI-1469,2026-05-01,26.3,2
TCK-14198,CLI-1469,2026-01-04,41.6,1
TCK-14199,CLI-1469,2026-02-02,81.7,2
TCK-14200,CLI-1469,2026-05-06,79.8,1
TCK-14201,CLI-1469,2026-05-16,60.8,3
TCK-14202,CLI-1469,2026-05-28,60.4,2
TCK-14203,CLI-1469,2026-01-07,54.6,3
TCK-14204,CLI-1469,2026-02-10,28.1,2
TCK-14205,CLI-1469,2026-04-27,47.7,3
TCK-14206,CLI-1469,2026-04-19,39.9,2
TCK-14207,CLI-1469,2026-03-09,117.9,2
TCK-14208,CLI-1469,2026-04-05,110.9,3
TCK-14209,CLI-1469,2026-01-30,64.3,1
TCK-14210,CLI-1469,2026-02-18,66.7,2
TCK-14211,CLI-1469,2026-01-02,90.5,1
TCK-14212,CLI-1469,2026-01-13,48.8,2
TCK-14213,CLI-1469,2026-03-24,93.5,2
TCK-14214,CLI-1469,2026-01-13,142.0,1
TCK-14215,CLI-1469,2026-01-31,35.6,1
TCK-14216,CLI-1470,2026-05-20,7.0,3
TCK-14217,CLI-1470,2026-03-25,5.6,5
TCK-14218,CLI-1470,2026-05-06,1.6,5
TCK-14219,CLI-1470,2026-03-26,3.4,4
TCK-14220,CLI-1470,2026-03-18,1.0,4
TCK-14221,CLI-1470,2026-05-04,1.2,5
TCK-14222,CLI-1470,2026-02-23,3.8,5
TCK-14223,CLI-1470,2026-05-19,9.8,3
TCK-14224,CLI-1471,2026-05-11,13.0,4
TCK-14225,CLI-1471,2026-01-01,14.7,3
TCK-14226,CLI-1471,2026-05-19,2.6,5
TCK-14227,CLI-1471,2026-03-14,0.8,4
TCK-14228,CLI-1471,2026-02-16,2.4,5
TCK-14229,CLI-1471,2026-05-05,1.0,5
TCK-14230,CLI-1471,2026-03-20,5.6,4
TCK-14231,CLI-1472,2026-01-07,45.0,3
TCK-14232,CLI-1472,2026-04-08,72.3,2
TCK-14233,CLI-1472,2026-02-10,31.8,1
TCK-14234,CLI-1472,2026-05-11,79.7,2
TCK-14235,CLI-1472,2026-02-12,92.8,1
TCK-14236,CLI-1472,2026-05-09,86.0,2
TCK-14237,CLI-1472,2026-03-25,128.3,1
TCK-14238,CLI-1472,2026-01-01,52.8,1
TCK-14239,CLI-1472,2026-04-24,75.7,1
TCK-14240,CLI-1472,2026-02-11,53.6,1
TCK-14241,CLI-1472,2026-03-30,113.4,2
TCK-14242,CLI-1472,2026-03-22,13.7,1
TCK-14243,CLI-1472,2026-02-27,82.9,2
TCK-14244,CLI-1472,2026-02-17,75.4,2
TCK-14245,CLI-1472,2026-01-04,31.9,2
TCK-14246,CLI-1473,2026-04-05,5.2,3
TCK-14247,CLI-1473,2026-02-05,2.5,5
TCK-14248,CLI-1473,2026-05-18,0.9,5
TCK-14249,CLI-1473,2026-04-03,1.0,5
TCK-14250,CLI-1473,2026-01-19,12.9,3
TCK-14251,CLI-1473,2026-03-23,0.6,3
TCK-14252,CLI-1474,2026-04-05,2.4,4
TCK-14253,CLI-1474,2026-01-15,1.9,4
TCK-14254,CLI-1474,2026-01-30,1.2,4
TCK-14255,CLI-1474,2026-02-18,17.9,4
TCK-14256,CLI-1474,2026-03-26,2.9,5
TCK-14257,CLI-1474,2026-02-10,0.5,5
TCK-14258,CLI-1474,2026-03-06,10.2,4
TCK-14259,CLI-1474,2026-04-30,8.4,5
TCK-14260,CLI-1474,2026-01-21,8.6,3
TCK-14261,CLI-1475,2026-01-24,1.3,5
TCK-14262,CLI-1475,2026-04-23,5.0,5
TCK-14263,CLI-1475,2026-05-22,9.0,3
TCK-14264,CLI-1475,2026-05-11,0.5,5
TCK-14265,CLI-1475,2026-05-02,2.7,5
TCK-14266,CLI-1475,2026-03-30,2.6,4
TCK-14267,CLI-1475,2026-01-04,0.5,5
TCK-14268,CLI-1476,2026-04-03,11.9,5
TCK-14269,CLI-1476,2026-02-01,0.5,5
TCK-14270,CLI-1476,2026-02-23,9.5,5
TCK-14271,CLI-1477,2026-01-31,15.8,3
TCK-14272,CLI-1477,2026-05-16,0.5,4
TCK-14273,CLI-1477,2026-03-10,6.8,5
TCK-14274,CLI-1477,2026-01-23,4.4,4
TCK-14275,CLI-1477,2026-05-12,0.5,4
TCK-14276,CLI-1477,2026-01-07,0.5,4
TCK-14277,CLI-1477,2026-04-02,0.5,5
TCK-14278,CLI-1477,2026-01-24,6.2,4
TCK-14279,CLI-1478,2026-03-16,5.0,5
TCK-14280,CLI-1478,2026-01-27,1.6,5
TCK-14281,CLI-1478,2026-02-02,12.7,4
TCK-14282,CLI-1478,2026-01-06,2.7,4
TCK-14283,CLI-1478,2026-01-01,20.6,5
TCK-14284,CLI-1478,2026-05-07,12.8,4
TCK-14285,CLI-1478,2026-03-08,10.7,4
TCK-14286,CLI-1479,2026-01-11,2.5,4
TCK-14287,CLI-1479,2026-03-12,1.5,4
TCK-14288,CLI-1479,2026-04-06,9.5,4
TCK-14289,CLI-1479,2026-01-18,6.1,4
TCK-14290,CLI-1479,2026-03-26,1.0,5
TCK-14291,CLI-1479,2026-04-20,0.7,5
TCK-14292,CLI-1480,2026-05-29,6.0,5
TCK-14293,CLI-1480,2026-02-24,5.8,5
TCK-14294,CLI-1480,2026-02-25,10.0,5
TCK-14295,CLI-1480,2026-02-09,2.2,4
TCK-14296,CLI-1480,2026-05-02,2.6,4
TCK-14297,CLI-1480,2026-04-15,1.6,4
TCK-14298,CLI-1481,2026-02-07,8.4,5
TCK-14299,CLI-1481,2026-04-08,1.5,4
TCK-14300,CLI-1481,2026-05-24,3.4,5
TCK-14301,CLI-1481,2026-05-27,11.5,4
TCK-14302,CLI-1481,2026-05-30,0.9,5
TCK-14303,CLI-1481,2026-03-09,1.9,4
TCK-14304,CLI-1481,2026-04-25,5.8,3
TCK-14305,CLI-1481,2026-02-27,3.8,5
TCK-14306,CLI-1481,2026-05-11,2.4,3
TCK-14307,CLI-1481,2026-04-30,2.1,4
TCK-14308,CLI-1482,2026-02-21,0.6,5
TCK-14309,CLI-1482,2026-01-11,4.2,5
TCK-14310,CLI-1482,2026-05-26,10.3,3
TCK-14311,CLI-1482,2026-02-08,20.9,5
TCK-14312,CLI-1482,2026-04-05,12.4,3
TCK-14313,CLI-1482,2026-02-15,6.0,4
TCK-14314,CLI-1482,2026-02-22,0.7,3
TCK-14315,CLI-1482,2026-01-13,1.2,3
TCK-14316,CLI-1483,2026-04-07,1.4,5
TCK-14317,CLI-1483,2026-01-14,7.1,5
TCK-14318,CLI-1483,2026-04-04,6.6,4
TCK-14319,CLI-1483,2026-04-16,10.5,5
TCK-14320,CLI-1483,2026-02-20,5.5,4
TCK-14321,CLI-1483,2026-04-16,9.2,5
TCK-14322,CLI-1483,2026-01-12,4.3,5
TCK-14323,CLI-1483,2026-04-23,9.5,5
TCK-14324,CLI-1483,2026-01-21,1.1,4
TCK-14325,CLI-1483,2026-02-08,4.7,4
TCK-14326,CLI-1483,2026-03-19,5.7,4
TCK-14327,CLI-1483,2026-02-01,0.9,3
TCK-14328,CLI-1483,2026-02-22,0.5,4
TCK-14329,CLI-1484,2026-05-03,114.0,2
TCK-14330,CLI-1484,2026-02-22,62.2,3
TCK-14331,CLI-1484,2026-03-18,82.4,1
TCK-14332,CLI-1484,2026-01-23,83.0,3
TCK-14333,CLI-1484,2026-02-05,105.6,1
TCK-14334,CLI-1484,2026-03-22,135.0,2
TCK-14335,CLI-1484,2026-05-18,44.2,1
TCK-14336,CLI-1484,2026-01-18,122.8,3
TCK-14337,CLI-1484,2026-05-26,88.3,2
TCK-14338,CLI-1484,2026-02-26,23.5,3
TCK-14339,CLI-1484,2026-04-21,56.4,3
TCK-14340,CLI-1484,2026-04-10,152.7,1
TCK-14341,CLI-1484,2026-05-29,32.8,3
TCK-14342,CLI-1484,2026-03-15,88.3,1
TCK-14343,CLI-1484,2026-02-18,41.3,1
TCK-14344,CLI-1484,2026-04-21,156.5,1
TCK-14345,CLI-1484,2026-03-18,43.0,2
TCK-14346,CLI-1485,2026-02-23,4.7,3
TCK-14347,CLI-1485,2026-04-20,19.6,3
TCK-14348,CLI-1485,2026-03-31,13.5,5
TCK-14349,CLI-1485,2026-02-19,8.7,4
TCK-14350,CLI-1485,2026-01-22,1.4,4
TCK-14351,CLI-1485,2026-03-20,3.8,4
TCK-14352,CLI-1485,2026-03-22,10.6,3
TCK-14353,CLI-1485,2026-03-13,0.5,4
TCK-14354,CLI-1485,2026-04-06,0.5,5
TCK-14355,CLI-1485,2026-04-18,0.5,5
TCK-14356,CLI-1485,2026-05-22,3.0,5
TCK-14357,CLI-1486,2026-01-31,1.1,5
TCK-14358,CLI-1486,2026-04-05,3.4,4
TCK-14359,CLI-1486,2026-01-09,1.3,5
TCK-14360,CLI-1486,2026-05-20,4.0,4
TCK-14361,CLI-1486,2026-05-30,1.5,4
TCK-14362,CLI-1486,2026-03-23,3.8,5
TCK-14363,CLI-1486,2026-01-28,1.2,5
TCK-14364,CLI-1486,2026-03-17,12.4,4
TCK-14365,CLI-1486,2026-04-08,2.3,4
TCK-14366,CLI-1486,2026-03-01,8.5,3
TCK-14367,CLI-1487,2026-01-28,89.5,1
TCK-14368,CLI-1487,2026-05-17,68.8,2
TCK-14369,CLI-1487,2026-04-25,34.5,1
TCK-14370,CLI-1487,2026-05-21,84.7,1
TCK-14371,CLI-1487,2026-05-29,79.1,1
TCK-14372,CLI-1487,2026-05-03,103.8,2
TCK-14373,CLI-1487,2026-04-16,76.0,2
TCK-14374,CLI-1487,2026-02-28,109.1,1
TCK-14375,CLI-1487,2026-03-03,70.9,2
TCK-14376,CLI-1487,2026-01-12,94.0,2
TCK-14377,CLI-1487,2026-02-02,57.2,1
TCK-14378,CLI-1487,2026-02-20,70.1,2
TCK-14379,CLI-1487,2026-01-03,54.4,1
TCK-14380,CLI-1487,2026-03-13,41.6,2
TCK-14381,CLI-1487,2026-02-09,53.9,1
TCK-14382,CLI-1488,2026-02-23,1.1,5
TCK-14383,CLI-1488,2026-03-03,20.9,4
TCK-14384,CLI-1488,2026-02-26,4.6,4
TCK-14385,CLI-1488,2026-05-13,11.3,3
TCK-14386,CLI-1488,2026-05-15,5.8,4
TCK-14387,CLI-1488,2026-03-03,2.3,5
TCK-14388,CLI-1489,2026-01-27,47.8,1
TCK-14389,CLI-1489,2026-05-26,53.7,2
TCK-14390,CLI-1489,2026-04-09,123.0,3
TCK-14391,CLI-1489,2026-01-02,52.9,3
TCK-14392,CLI-1489,2026-02-07,120.6,1
TCK-14393,CLI-1489,2026-03-25,44.8,1
TCK-14394,CLI-1489,2026-01-07,71.6,1
TCK-14395,CLI-1489,2026-02-09,51.1,1
TCK-14396,CLI-1489,2026-05-07,51.7,1
TCK-14397,CLI-1489,2026-01-05,60.3,2
TCK-14398,CLI-1489,2026-03-08,94.0,2
TCK-14399,CLI-1489,2026-01-02,77.2,1
TCK-14400,CLI-1489,2026-01-07,39.1,2
TCK-14401,CLI-1489,2026-03-21,53.1,3
TCK-14402,CLI-1489,2026-03-04,101.7,1
TCK-14403,CLI-1489,2026-05-20,56.0,3
TCK-14404,CLI-1490,2026-04-22,2.4,5
TCK-14405,CLI-1490,2026-04-08,6.3,4
TCK-14406,CLI-1490,2026-04-20,2.1,5
TCK-14407,CLI-1490,2026-05-12,14.9,5
TCK-14408,CLI-1490,2026-03-19,1.3,5
TCK-14409,CLI-1491,2026-04-30,2.0,3
TCK-14410,CLI-1491,2026-01-11,2.7,5
TCK-14411,CLI-1491,2026-05-08,3.1,5
TCK-14412,CLI-1491,2026-02-09,5.4,4
TCK-14413,CLI-1491,2026-04-10,1.2,4
TCK-14414,CLI-1491,2026-01-11,3.9,5
TCK-14415,CLI-1491,2026-02-11,1.0,4
TCK-14416,CLI-1492,2026-04-29,86.8,2
TCK-14417,CLI-1492,2026-03-22,53.6,1
TCK-14418,CLI-1492,2026-05-03,75.8,1
TCK-14419,CLI-1492,2026-05-10,42.6,1
TCK-14420,CLI-1492,2026-04-18,102.3,2
TCK-14421,CLI-1492,2026-04-20,63.7,1
TCK-14422,CLI-1492,2026-02-21,51.7,1
TCK-14423,CLI-1492,2026-04-16,70.2,2
TCK-14424,CLI-1492,2026-05-09,84.2,1
TCK-14425,CLI-1492,2026-01-08,104.3,1
TCK-14426,CLI-1492,2026-04-02,54.3,3
TCK-14427,CLI-1492,2026-02-22,43.1,3
TCK-14428,CLI-1492,2026-05-05,47.7,3
TCK-14429,CLI-1492,2026-02-19,50.6,2
TCK-14430,CLI-1492,2026-05-16,85.8,2
TCK-14431,CLI-1492,2026-01-15,113.3,2
TCK-14432,CLI-1492,2026-05-23,69.8,3
TCK-14433,CLI-1492,2026-05-15,53.9,2
TCK-14434,CLI-1492,2026-02-07,124.7,2
TCK-14435,CLI-1492,2026-02-21,58.9,1
TCK-14436,CLI-1493,2026-02-18,5.3,5
TCK-14437,CLI-1493,2026-01-12,1.1,4
TCK-14438,CLI-1493,2026-05-25,10.1,5
TCK-14439,CLI-1493,2026-04-28,5.7,4
TCK-14440,CLI-1493,2026-01-08,1.2,3
TCK-14441,CLI-1493,2026-01-24,13.6,5
TCK-14442,CLI-1493,2026-05-29,2.7,5
TCK-14443,CLI-1493,2026-05-19,3.1,4
TCK-14444,CLI-1493,2026-02-13,3.5,5
TCK-14445,CLI-1493,2026-03-17,9.1,3
TCK-14446,CLI-1493,2026-04-29,0.5,4
TCK-14447,CLI-1494,2026-05-08,1.1,4
TCK-14448,CLI-1494,2026-01-13,4.6,5
TCK-14449,CLI-1494,2026-04-30,0.5,4
TCK-14450,CLI-1494,2026-04-03,3.5,5
TCK-14451,CLI-1494,2026-01-26,2.1,4
TCK-14452,CLI-1494,2026-05-15,3.4,5
TCK-14453,CLI-1494,2026-04-12,9.3,5
TCK-14454,CLI-1494,2026-02-05,0.9,5
TCK-14455,CLI-1494,2026-01-27,2.5,5
TCK-14456,CLI-1495,2026-01-01,1.2,4
TCK-14457,CLI-1495,2026-05-25,4.4,5
TCK-14458,CLI-1495,2026-05-10,1.9,5
TCK-14459,CLI-1495,2026-04-16,2.0,5
TCK-14460,CLI-1495,2026-02-18,1.1,4
TCK-14461,CLI-1495,2026-04-14,0.8,4
TCK-14462,CLI-1495,2026-04-28,0.6,3
TCK-14463,CLI-1495,2026-05-16,5.0,5
TCK-14464,CLI-1495,2026-02-14,0.5,4
TCK-14465,CLI-1496,2026-05-10,3.3,4
TCK-14466,CLI-1496,2026-01-18,14.6,3
TCK-14467,CLI-1496,2026-04-19,1.5,4
TCK-14468,CLI-1496,2026-05-20,2.8,5
TCK-14469,CLI-1496,2026-05-27,5.3,3
TCK-14470,CLI-1496,2026-04-10,8.7,5
TCK-14471,CLI-1496,2026-01-03,0.5,5
TCK-14472,CLI-1496,2026-01-04,0.5,5
TCK-14473,CLI-1496,2026-04-07,4.6,5
TCK-14474,CLI-1496,2026-04-13,9.4,3
TCK-14475,CLI-1497,2026-05-10,13.4,4
TCK-14476,CLI-1497,2026-05-15,7.8,4
TCK-14477,CLI-1497,2026-01-17,0.5,4
TCK-14478,CLI-1497,2026-02-10,0.6,5
TCK-14479,CLI-1497,2026-05-05,0.9,5
TCK-14480,CLI-1497,2026-05-31,4.7,4
TCK-14481,CLI-1497,2026-01-13,3.5,5
TCK-14482,CLI-1498,2026-03-21,4.8,4
TCK-14483,CLI-1498,2026-02-11,2.9,5
TCK-14484,CLI-1498,2026-04-05,1.9,5
TCK-14485,CLI-1498,2026-02-13,2.0,3
TCK-14486,CLI-1498,2026-05-20,0.5,4
TCK-14487,CLI-1498,2026-03-10,1.9,4
TCK-14488,CLI-1498,2026-04-07,3.7,5
TCK-14489,CLI-1498,2026-03-24,3.2,5
TCK-14490,CLI-1498,2026-05-09,9.5,5
TCK-14491,CLI-1498,2026-01-06,3.9,4
TCK-14492,CLI-1498,2026-04-19,7.7,4
TCK-14493,CLI-1498,2026-05-20,11.3,3
TCK-14494,CLI-1499,2026-01-20,2.8,4
TCK-14495,CLI-1499,2026-04-26,6.2,3
TCK-14496,CLI-1499,2026-02-04,10.6,4
TCK-14497,CLI-1499,2026-02-10,0.6,5
TCK-14498,CLI-1499,2026-03-15,22.2,5
TCK-14499,CLI-1499,2026-01-26,0.9,4
TCK-14500,CLI-1499,2026-04-27,22.0,4
TCK-14501,CLI-1499,2026-04-24,1.8,5
TCK-14502,CLI-1499,2026-01-03,1.7,4
TCK-14503,CLI-1500,2026-02-25,104.3,2
TCK-14504,CLI-1500,2026-02-01,54.1,1
TCK-14505,CLI-1500,2026-01-11,82.9,3
TCK-14506,CLI-1500,2026-05-23,66.9,3
TCK-14507,CLI-1500,2026-01-16,69.2,2
TCK-14508,CLI-1500,2026-05-16,71.4,2
TCK-14509,CLI-1500,2026-02-24,129.5,2
TCK-14510,CLI-1500,2026-03-09,72.8,1
TCK-14511,CLI-1500,2026-05-24,50.4,2
TCK-14512,CLI-1500,2026-01-02,28.0,1
TCK-14513,CLI-1500,2026-05-20,52.0,1
TCK-14514,CLI-1500,2026-03-30,29.4,2
TCK-14515,CLI-1500,2026-03-08,81.0,1
TCK-14516,CLI-1500,2026-03-07,63.8,3
TCK-14517,CLI-1500,2026-05-16,88.0,2
TCK-14518,CLI-1500,2026-04-27,79.6,1
TCK-14519,CLI-1500,2026-05-22,81.8,2
TCK-14520,CLI-1500,2026-05-27,27.3,2
TCK-14521,CLI-1500,2026-01-12,81.7,2
TCK-14522,CLI-1500,2026-03-11,38.4,3
TCK-14523,CLI-1501,2026-05-17,5.6,3
TCK-14524,CLI-1501,2026-03-05,1.2,5
TCK-14525,CLI-1501,2026-02-19,1.1,5
TCK-14526,CLI-1501,2026-03-07,2.3,4
TCK-14527,CLI-1501,2026-04-17,1.1,4
TCK-14528,CLI-1501,2026-03-23,2.1,5
TCK-14529,CLI-1501,2026-05-19,10.7,5
TCK-14530,CLI-1501,2026-04-07,4.6,5
TCK-14531,CLI-1502,2026-04-28,64.8,1
TCK-14532,CLI-1502,2026-02-04,42.5,1
TCK-14533,CLI-1502,2026-04-10,52.0,1
TCK-14534,CLI-1502,2026-01-16,107.8,2
TCK-14535,CLI-1502,2026-02-16,90.5,2
TCK-14536,CLI-1502,2026-01-26,48.3,2
TCK-14537,CLI-1502,2026-02-25,83.6,2
TCK-14538,CLI-1502,2026-01-18,80.3,1
TCK-14539,CLI-1502,2026-05-10,24.7,2
TCK-14540,CLI-1502,2026-01-08,119.3,1
TCK-14541,CLI-1502,2026-04-19,64.3,3
TCK-14542,CLI-1502,2026-04-19,65.1,1
TCK-14543,CLI-1502,2026-04-17,83.9,1
TCK-14544,CLI-1502,2026-03-18,61.7,2
TCK-14545,CLI-1502,2026-01-15,121.2,2
TCK-14546,CLI-1502,2026-03-23,52.5,3
TCK-14547,CLI-1502,2026-05-28,54.0,1
TCK-14548,CLI-1503,2026-05-02,102.5,2
TCK-14549,CLI-1503,2026-03-19,80.4,3
TCK-14550,CLI-1503,2026-02-26,79.6,1
TCK-14551,CLI-1503,2026-01-07,35.8,2
TCK-14552,CLI-1503,2026-05-16,95.3,1
TCK-14553,CLI-1503,2026-05-08,93.4,1
TCK-14554,CLI-1503,2026-05-23,68.6,1
TCK-14555,CLI-1503,2026-01-03,21.9,2
TCK-14556,CLI-1503,2026-02-24,65.7,3
TCK-14557,CLI-1503,2026-04-24,106.7,1
TCK-14558,CLI-1503,2026-05-15,39.1,1
TCK-14559,CLI-1503,2026-02-14,76.1,2
TCK-14560,CLI-1503,2026-03-27,56.2,1
TCK-14561,CLI-1504,2026-03-03,0.5,5
TCK-14562,CLI-1504,2026-04-23,0.8,5
TCK-14563,CLI-1504,2026-01-28,2.8,3
TCK-14564,CLI-1504,2026-02-02,2.8,4
TCK-14565,CLI-1504,2026-04-18,9.8,4
TCK-14566,CLI-1504,2026-05-15,6.0,5
TCK-14567,CLI-1504,2026-05-16,1.1,5
TCK-14568,CLI-1505,2026-05-08,7.7,5
TCK-14569,CLI-1505,2026-01-06,1.2,3
TCK-14570,CLI-1505,2026-03-15,0.5,3
TCK-14571,CLI-1505,2026-01-21,0.6,4
TCK-14572,CLI-1505,2026-03-27,0.5,4
TCK-14573,CLI-1505,2026-03-23,7.5,3
TCK-14574,CLI-1505,2026-05-05,7.8,4
TCK-14575,CLI-1505,2026-05-19,1.3,4
TCK-14576,CLI-1506,2026-01-26,18.6,2
TCK-14577,CLI-1506,2026-03-02,94.1,1
TCK-14578,CLI-1506,2026-04-23,91.5,2
TCK-14579,CLI-1506,2026-02-21,73.9,2
TCK-14580,CLI-1506,2026-01-20,57.8,1
TCK-14581,CLI-1506,2026-03-14,57.4,2
TCK-14582,CLI-1506,2026-02-12,23.7,1
TCK-14583,CLI-1506,2026-01-31,44.1,1
TCK-14584,CLI-1506,2026-05-03,62.9,3
TCK-14585,CLI-1506,2026-03-28,29.6,2
TCK-14586,CLI-1506,2026-04-10,47.0,2
TCK-14587,CLI-1506,2026-02-05,75.2,1
TCK-14588,CLI-1506,2026-03-11,84.1,2
TCK-14589,CLI-1506,2026-05-04,62.2,2
TCK-14590,CLI-1507,2026-03-12,44.4,1
TCK-14591,CLI-1507,2026-03-06,31.8,2
TCK-14592,CLI-1507,2026-03-05,83.4,2
TCK-14593,CLI-1507,2026-02-20,64.3,2
TCK-14594,CLI-1507,2026-01-29,73.8,1
TCK-14595,CLI-1507,2026-05-08,65.2,1
TCK-14596,CLI-1507,2026-05-20,37.9,1
TCK-14597,CLI-1507,2026-02-10,33.2,3
TCK-14598,CLI-1507,2026-04-26,89.8,1
TCK-14599,CLI-1507,2026-02-27,25.1,1
TCK-14600,CLI-1507,2026-01-10,86.4,2
TCK-14601,CLI-1507,2026-04-01,44.6,3
TCK-14602,CLI-1507,2026-05-03,126.8,2
TCK-14603,CLI-1507,2026-04-15,42.8,2
TCK-14604,CLI-1508,2026-04-22,72.8,2
TCK-14605,CLI-1508,2026-02-04,93.5,2
TCK-14606,CLI-1508,2026-01-09,91.3,2
TCK-14607,CLI-1508,2026-05-16,105.4,1
TCK-14608,CLI-1508,2026-03-21,47.3,1
TCK-14609,CLI-1508,2026-01-04,66.3,1
TCK-14610,CLI-1508,2026-04-23,109.1,3
TCK-14611,CLI-1508,2026-05-14,56.3,3
TCK-14612,CLI-1508,2026-03-12,93.6,1
TCK-14613,CLI-1508,2026-04-13,49.1,1
TCK-14614,CLI-1508,2026-03-06,56.1,2
TCK-14615,CLI-1508,2026-01-04,79.8,1
TCK-14616,CLI-1509,2026-01-30,5.1,3
TCK-14617,CLI-1509,2026-03-27,8.3,4
TCK-14618,CLI-1509,2026-04-24,1.5,4
TCK-14619,CLI-1509,2026-04-25,19.5,5
TCK-14620,CLI-1509,2026-03-17,7.8,5
TCK-14621,CLI-1509,2026-04-15,2.5,5
TCK-14622,CLI-1509,2026-04-09,3.9,5
TCK-14623,CLI-1509,2026-02-05,18.1,5
TCK-14624,CLI-1509,2026-01-30,7.3,4
TCK-14625,CLI-1509,2026-05-05,7.2,5
TCK-14626,CLI-1510,2026-05-11,75.8,2
TCK-14627,CLI-1510,2026-03-23,41.9,2
TCK-14628,CLI-1510,2026-04-20,89.4,1
TCK-14629,CLI-1510,2026-03-29,93.2,1
TCK-14630,CLI-1510,2026-02-02,64.5,1
TCK-14631,CLI-1510,2026-03-22,93.0,1
TCK-14632,CLI-1510,2026-03-29,104.3,1
TCK-14633,CLI-1510,2026-03-18,56.7,2
TCK-14634,CLI-1510,2026-02-08,118.0,1
TCK-14635,CLI-1510,2026-03-09,120.2,1
TCK-14636,CLI-1510,2026-03-27,43.7,3
TCK-14637,CLI-1510,2026-05-24,82.9,1
TCK-14638,CLI-1511,2026-04-19,100.9,1
TCK-14639,CLI-1511,2026-04-13,83.4,1
TCK-14640,CLI-1511,2026-04-27,80.9,1
TCK-14641,CLI-1511,2026-02-14,67.7,1
TCK-14642,CLI-1511,2026-02-15,74.6,1
TCK-14643,CLI-1511,2026-05-27,54.7,1
TCK-14644,CLI-1511,2026-01-15,96.7,1
TCK-14645,CLI-1511,2026-04-29,71.8,2
TCK-14646,CLI-1511,2026-02-11,65.2,3
TCK-14647,CLI-1511,2026-02-04,82.3,3
TCK-14648,CLI-1511,2026-04-18,56.8,2
TCK-14649,CLI-1511,2026-05-01,52.6,2
TCK-14650,CLI-1511,2026-03-11,58.8,2
TCK-14651,CLI-1511,2026-01-12,90.7,1
TCK-14652,CLI-1511,2026-04-21,70.2,2
TCK-14653,CLI-1511,2026-01-07,43.9,1
TCK-14654,CLI-1511,2026-01-26,53.1,3
TCK-14655,CLI-1511,2026-03-22,50.3,2
TCK-14656,CLI-1511,2026-03-08,97.2,1
TCK-14657,CLI-1511,2026-01-27,121.9,3
TCK-14658,CLI-1511,2026-02-28,73.6,2
TCK-14659,CLI-1511,2026-05-13,77.1,1
