cliente_id,periodo_reportado,logins_periodo,tiempo_uso_promedio_min,reportes_generados
CLI-1715,2026-W03,8,15.75,5
CLI-1715,2026-W04,8,29.17,7
CLI-1715,2026-W05,7,24.47,6
CLI-1715,2026-W06,8,26.31,6
CLI-1715,2026-W07,8,26.23,6
CLI-1715,2026-W08,9,25.29,9
CLI-1715,2026-W09,8,16.97,6
CLI-1715,2026-W10,5,20.23,4
CLI-1716,2026-W01,11,21.14,12
CLI-1716,2026-W02,8,12.16,7
CLI-1716,2026-W03,8,22.43,7
CLI-1716,2026-W04,2,23.45,1
CLI-1716,2026-W05,4,18.37,3
CLI-1716,2026-W06,9,22.79,5
CLI-1716,2026-W07,7,19.33,4
CLI-1716,2026-W08,7,22.8,7
CLI-1716,2026-W09,5,27.62,3
CLI-1716,2026-W10,5,13.36,3
CLI-1717,2026-W01,9,19.82,8
CLI-1717,2026-W02,8,25.27,6
CLI-1717,2026-W03,6,22.69,5
CLI-1717,2026-W04,9,30.22,7
CLI-1717,2026-W05,6,19.69,4
CLI-1717,2026-W06,9,23.04,8
CLI-1717,2026-W07,7,29.96,4
CLI-1717,2026-W08,4,14.89,3
CLI-1717,2026-W09,4,28.01,3
CLI-1717,2026-W10,9,15.15,6
CLI-1718,2026-W01,7,21.86,4
CLI-1718,2026-W02,3,22.94,2
CLI-1718,2026-W03,5,25.53,3
CLI-1718,2026-W04,5,23.1,4
CLI-1718,2026-W05,10,26.87,10
CLI-1718,2026-W06,9,21.59,8
CLI-1718,2026-W07,4,19.8,2
CLI-1718,2026-W08,7,20.51,4
CLI-1718,2026-W09,4,24.17,2
CLI-1718,2026-W10,5,29.73,4
CLI-1719,2026-W01,8,26.9,6
CLI-1719,2026-W02,9,32.39,6
CLI-1719,2026-W03,8,20.05,8
CLI-1719,2026-W04,7,29.48,7
CLI-1719,2026-W05,5,17.61,4
CLI-1719,2026-W06,8,21.24,8
CLI-1719,2026-W07,9,15.31,8
CLI-1719,2026-W08,7,21.06,5
CLI-1719,2026-W09,5,26.39,3
CLI-1719,2026-W10,7,21.33,7
CLI-1720,2026-W01,6,20.15,4
CLI-1720,2026-W02,5,26.32,3
CLI-1720,2026-W03,10,30.4,10
CLI-1720,2026-W04,8,20.3,7
CLI-1720,2026-W05,7,24.45,5
CLI-1720,2026-W06,8,21.13,4
CLI-1720,2026-W07,7,27.86,7
CLI-1720,2026-W08,7,28.73,5
CLI-1720,2026-W09,8,20.16,7
CLI-1720,2026-W10,6,21.23,3
CLI-1721,2026-W01,9,20.11,8
CLI-1721,2026-W02,9,19.87,6
CLI-1721,2026-W03,7,15.57,5
CLI-1721,2026-W04,9,20.66,8
CLI-1721,2026-W05,11,25.52,9
CLI-1721,2026-W06,8,28.13,8
CLI-1721,2026-W07,8,27.04,7
CLI-1721,2026-W08,6,24.31,6
CLI-1721,2026-W09,9,14.28,6
CLI-1721,2026-W10,11,16.2,10
CLI-1722,2026-W01,5,7.76,4
CLI-1722,2026-W02,8,13.78,6
CLI-1722,2026-W03,6,26.19,4
CLI-1722,2026-W04,8,18.88,7
CLI-1722,2026-W05,4,21.46,2
CLI-1722,2026-W06,9,25.5,7
CLI-1722,2026-W07,11,18.73,7
CLI-1722,2026-W08,5,23.55,4
CLI-1722,2026-W09,8,21.98,5
CLI-1722,2026-W10,6,8.73,5
CLI-1723,2026-W01,5,24.79,5
CLI-1723,2026-W02,8,26.83,8
CLI-1723,2026-W03,8,25.68,7
CLI-1723,2026-W04,9,22.1,7
CLI-1723,2026-W05,8,7.46,8
CLI-1723,2026-W06,6,18.93,5
CLI-1723,2026-W07,7,17.35,6
CLI-1723,2026-W08,9,17.59,9
CLI-1723,2026-W09,10,17.19,8
CLI-1723,2026-W10,6,18.6,5
CLI-1724,2026-W01,7,27.89,6
CLI-1724,2026-W02,7,20.49,7
CLI-1724,2026-W03,6,20.7,5
CLI-1724,2026-W04,8,20.92,8
CLI-1724,2026-W05,7,27.08,6
CLI-1724,2026-W06,8,16.25,8
CLI-1724,2026-W07,7,19.31,6
CLI-1724,2026-W08,9,22.51,9
CLI-1724,2026-W09,10,18.3,10
CLI-1724,2026-W10,7,16.68,4
CLI-1725,2026-W01,7,14.32,7
CLI-1725,2026-W02,8,21.72,8
CLI-1725,2026-W03,8,25.94,6
CLI-1725,2026-W04,8,15.62,5
CLI-1725,2026-W05,6,21.6,3
CLI-1725,2026-W06,7,20.97,6
CLI-1725,2026-W07,11,22.5,9
CLI-1725,2026-W08,8,11.96,6
CLI-1725,2026-W09,9,36.26,7
CLI-1725,2026-W10,10,19.8,10
CLI-1726,2026-W01,12,22.14,12
CLI-1726,2026-W02,8,20.66,5
CLI-1726,2026-W03,7,10.76,4
CLI-1726,2026-W04,9,20.52,9
CLI-1726,2026-W05,7,23.37,5
CLI-1726,2026-W06,7,23.32,7
CLI-1726,2026-W07,10,24.02,8
CLI-1726,2026-W08,7,21.38,6
CLI-1726,2026-W09,8,17.84,7
CLI-1726,2026-W10,8,25.42,6
CLI-1727,2026-W01,8,19.88,8
CLI-1727,2026-W02,7,25.26,6
CLI-1727,2026-W03,5,17.92,5
CLI-1727,2026-W04,4,22.17,3
CLI-1727,2026-W05,9,28.66,9
CLI-1727,2026-W06,11,18.55,6
CLI-1727,2026-W07,8,19.99,4
CLI-1727,2026-W08,1,3.6,0
CLI-1727,2026-W09,1,4.35,0
CLI-1727,2026-W10,0,2.23,0
CLI-1728,2026-W01,4,14.77,4
CLI-1728,2026-W02,11,15.52,6
CLI-1728,2026-W03,5,17.4,3
CLI-1728,2026-W04,13,21.69,8
CLI-1728,2026-W05,9,22.88,9
CLI-1728,2026-W06,4,29.66,3
CLI-1728,2026-W07,8,21.39,5
CLI-1728,2026-W08,1,3.38,0
CLI-1728,2026-W09,1,5.61,0
CLI-1728,2026-W10,1,3.06,0
CLI-1729,2026-W01,8,16.74,6
CLI-1729,2026-W02,7,16.74,6
CLI-1729,2026-W03,10,14.13,9
CLI-1729,2026-W04,11,28.44,7
CLI-1729,2026-W05,6,19.92,6
CLI-1729,2026-W06,6,24.15,3
CLI-1729,2026-W07,10,27.93,6
CLI-1729,2026-W08,7,28.27,6
CLI-1729,2026-W09,10,21.06,7
CLI-1729,2026-W10,7,29.71,5
CLI-1730,2026-W01,10,28.12,9
CLI-1730,2026-W02,13,24.74,12
CLI-1730,2026-W03,8,28.79,7
CLI-1730,2026-W04,11,18.94,8
CLI-1730,2026-W05,7,16.91,5
CLI-1730,2026-W06,8,26.45,7
CLI-1730,2026-W07,6,27.67,6
CLI-1730,2026-W08,7,19.33,4
CLI-1730,2026-W09,10,18.87,7
CLI-1730,2026-W10,5,25.72,3
CLI-1731,2026-W01,7,27.99,4
CLI-1731,2026-W02,9,13.26,9
CLI-1731,2026-W03,10,31.5,8
CLI-1731,2026-W04,10,27.37,9
CLI-1731,2026-W05,7,19.62,6
CLI-1731,2026-W06,8,26.6,7
CLI-1731,2026-W07,9,19.81,9
CLI-1731,2026-W08,6,14.55,5
CLI-1731,2026-W09,9,20.05,8
CLI-1731,2026-W10,7,30.64,7
CLI-1732,2026-W01,9,23.61,6
CLI-1732,2026-W02,9,29.1,5
CLI-1732,2026-W03,4,19.17,3
CLI-1732,2026-W04,7,17.11,7
CLI-1732,2026-W05,7,14.24,4
CLI-1732,2026-W06,9,19.41,6
CLI-1732,2026-W07,8,22.26,6
CLI-1732,2026-W08,9,9.7,5
CLI-1732,2026-W09,8,20.62,8
CLI-1732,2026-W10,8,16.1,5
CLI-1733,2026-W01,8,28.49,6
CLI-1733,2026-W02,8,18.41,8
CLI-1733,2026-W03,6,24.88,6
CLI-1733,2026-W04,9,23.78,6
CLI-1733,2026-W05,7,23.01,5
CLI-1733,2026-W06,7,20.1,6
CLI-1733,2026-W07,9,23.55,9
CLI-1733,2026-W08,10,27.58,10
CLI-1733,2026-W09,8,24.98,6
CLI-1733,2026-W10,6,21.61,5
CLI-1734,2026-W01,8,14.09,6
CLI-1734,2026-W02,8,17.2,6
CLI-1734,2026-W03,6,19.35,5
CLI-1734,2026-W04,7,15.36,6
CLI-1734,2026-W05,9,22.89,8
CLI-1734,2026-W06,11,23.5,8
CLI-1734,2026-W07,9,17.73,6
CLI-1734,2026-W08,5,25.1,3
CLI-1734,2026-W09,5,25.21,4
CLI-1734,2026-W10,11,26.73,8
CLI-1735,2026-W01,9,23.35,5
CLI-1735,2026-W02,7,21.43,6
CLI-1735,2026-W03,6,15.42,6
CLI-1735,2026-W04,8,27.54,5
CLI-1735,2026-W05,5,28.99,3
CLI-1735,2026-W06,10,23.98,6
CLI-1735,2026-W07,8,21.07,6
CLI-1735,2026-W08,8,19.68,8
CLI-1735,2026-W09,8,22.7,6
CLI-1735,2026-W10,11,24.83,11
CLI-1736,2026-W01,7,21.51,5
CLI-1736,2026-W02,6,19.26,5
CLI-1736,2026-W03,9,19.53,8
CLI-1736,2026-W04,6,19.04,5
CLI-1736,2026-W05,6,27.64,6
CLI-1736,2026-W06,8,20.59,6
CLI-1736,2026-W07,8,23.09,6
CLI-1736,2026-W08,6,15.05,5
CLI-1736,2026-W09,10,26.94,6
CLI-1736,2026-W10,8,26.6,6
CLI-1737,2026-W01,11,19.32,7
CLI-1737,2026-W02,5,25.31,3
CLI-1737,2026-W03,5,22.19,3
CLI-1737,2026-W04,7,25.37,7
CLI-1737,2026-W05,7,28.0,7
CLI-1737,2026-W06,6,25.53,5
CLI-1737,2026-W07,6,24.74,6
CLI-1737,2026-W08,5,21.88,3
CLI-1737,2026-W09,10,22.58,8
CLI-1737,2026-W10,10,21.87,9
CLI-1738,2026-W01,6,22.86,6
CLI-1738,2026-W02,9,12.47,6
CLI-1738,2026-W03,9,17.3,7
CLI-1738,2026-W04,5,24.69,5
CLI-1738,2026-W05,10,23.08,6
CLI-1738,2026-W06,5,18.65,4
CLI-1738,2026-W07,7,22.98,5
CLI-1738,2026-W08,7,24.48,6
CLI-1738,2026-W09,9,23.72,7
CLI-1738,2026-W10,9,20.65,8
CLI-1739,2026-W01,14,24.77,11
CLI-1739,2026-W02,9,30.79,6
CLI-1739,2026-W03,8,18.77,7
CLI-1739,2026-W04,10,28.83,10
CLI-1739,2026-W05,8,30.8,6
CLI-1739,2026-W06,7,26.66,5
CLI-1739,2026-W07,11,22.49,9
CLI-1739,2026-W08,8,27.13,6
CLI-1739,2026-W09,7,17.93,4
CLI-1739,2026-W10,10,23.53,10
CLI-1740,2026-W01,6,22.47,6
CLI-1740,2026-W02,9,14.15,8
CLI-1740,2026-W03,9,24.04,9
CLI-1740,2026-W04,11,20.91,8
CLI-1740,2026-W05,10,21.78,8
CLI-1740,2026-W06,8,23.4,5
CLI-1740,2026-W07,12,15.8,9
CLI-1740,2026-W08,1,5.11,0
CLI-1740,2026-W09,1,6.96,0
CLI-1740,2026-W10,2,5.69,0
CLI-1741,2026-W01,10,20.75,9
CLI-1741,2026-W02,7,17.0,4
CLI-1741,2026-W03,11,21.07,7
CLI-1741,2026-W04,7,25.03,6
CLI-1741,2026-W05,10,18.54,7
CLI-1741,2026-W06,10,20.48,7
CLI-1741,2026-W07,10,19.3,9
CLI-1741,2026-W08,9,22.21,9
CLI-1741,2026-W09,5,14.92,4
CLI-1741,2026-W10,6,26.96,3
CLI-1742,2026-W01,4,23.67,3
CLI-1742,2026-W02,8,13.59,8
CLI-1742,2026-W03,6,18.01,3
CLI-1742,2026-W04,8,29.33,5
CLI-1742,2026-W05,10,20.2,6
CLI-1742,2026-W06,6,14.21,4
CLI-1742,2026-W07,7,17.51,6
CLI-1742,2026-W08,7,22.01,5
CLI-1742,2026-W09,7,19.73,5
CLI-1742,2026-W10,6,19.44,3
CLI-1743,2026-W01,10,24.59,9
CLI-1743,2026-W02,9,27.06,7
CLI-1743,2026-W03,9,29.12,8
CLI-1743,2026-W04,9,23.03,6
CLI-1743,2026-W05,6,17.88,4
CLI-1743,2026-W06,9,21.44,5
CLI-1743,2026-W07,5,11.53,3
CLI-1743,2026-W08,12,17.07,9
CLI-1743,2026-W09,6,28.14,4
CLI-1743,2026-W10,5,24.66,3
CLI-1744,2026-W01,11,32.57,9
CLI-1744,2026-W02,7,21.94,4
CLI-1744,2026-W03,7,21.91,5
CLI-1744,2026-W04,10,15.0,8
CLI-1744,2026-W05,9,21.02,8
CLI-1744,2026-W06,10,28.58,9
CLI-1744,2026-W07,7,21.45,4
CLI-1744,2026-W08,9,26.92,5
CLI-1744,2026-W09,3,26.45,3
CLI-1744,2026-W10,11,23.28,7
CLI-1745,2026-W01,9,28.39,6
CLI-1745,2026-W02,8,26.07,6
CLI-1745,2026-W03,8,21.74,7
CLI-1745,2026-W04,6,22.87,4
CLI-1745,2026-W05,11,17.49,10
CLI-1745,2026-W06,9,23.6,9
CLI-1745,2026-W07,10,30.31,9
CLI-1745,2026-W08,6,19.13,6
CLI-1745,2026-W09,6,19.58,5
CLI-1745,2026-W10,7,23.74,6
CLI-1746,2026-W01,6,18.45,5
CLI-1746,2026-W02,6,24.46,5
CLI-1746,2026-W03,7,20.79,4
CLI-1746,2026-W04,6,13.98,3
CLI-1746,2026-W05,11,20.56,7
CLI-1746,2026-W06,13,25.86,11
CLI-1746,2026-W07,11,26.97,11
CLI-1746,2026-W08,1,3.83,0
CLI-1746,2026-W09,0,3.72,0
CLI-1746,2026-W10,2,6.63,0
CLI-1747,2026-W01,9,23.78,9
CLI-1747,2026-W02,7,27.06,4
CLI-1747,2026-W03,7,22.45,6
CLI-1747,2026-W04,9,21.71,8
CLI-1747,2026-W05,4,27.2,3
CLI-1747,2026-W06,10,12.84,8
CLI-1747,2026-W07,5,32.12,5
CLI-1747,2026-W08,8,22.02,5
CLI-1747,2026-W09,7,16.85,4
CLI-1747,2026-W10,7,26.87,6
CLI-1748,2026-W01,7,25.05,5
CLI-1748,2026-W02,11,19.1,11
CLI-1748,2026-W03,8,27.02,7
CLI-1748,2026-W04,6,22.89,4
CLI-1748,2026-W05,11,20.3,10
CLI-1748,2026-W06,10,21.29,8
CLI-1748,2026-W07,11,13.77,9
CLI-1748,2026-W08,8,14.61,7
CLI-1748,2026-W09,6,18.47,4
CLI-1748,2026-W10,7,16.06,6
CLI-1749,2026-W01,7,24.3,6
CLI-1749,2026-W02,4,18.83,3
CLI-1749,2026-W03,13,23.65,10
CLI-1749,2026-W04,4,15.0,2
CLI-1749,2026-W05,8,22.5,8
CLI-1749,2026-W06,6,32.97,5
CLI-1749,2026-W07,13,20.68,13
CLI-1749,2026-W08,2,7.08,0
CLI-1749,2026-W09,0,1.18,0
CLI-1749,2026-W10,0,1.79,0
CLI-1750,2026-W01,8,22.01,7
CLI-1750,2026-W02,7,23.39,6
CLI-1750,2026-W03,5,12.14,4
CLI-1750,2026-W04,7,17.6,6
CLI-1750,2026-W05,9,24.17,5
CLI-1750,2026-W06,8,29.41,5
CLI-1750,2026-W07,7,14.71,7
CLI-1750,2026-W08,1,7.52,0
CLI-1750,2026-W09,0,3.23,0
CLI-1750,2026-W10,1,7.48,0
CLI-1751,2026-W01,10,22.66,6
CLI-1751,2026-W02,9,12.51,8
CLI-1751,2026-W03,5,25.25,4
CLI-1751,2026-W04,8,23.44,5
CLI-1751,2026-W05,8,21.97,7
CLI-1751,2026-W06,8,16.72,6
CLI-1751,2026-W07,7,15.78,5
CLI-1751,2026-W08,6,27.98,5
CLI-1751,2026-W09,7,24.98,6
CLI-1751,2026-W10,8,20.08,7
CLI-1752,2026-W01,5,20.0,3
CLI-1752,2026-W02,8,24.9,6
CLI-1752,2026-W03,8,25.25,6
CLI-1752,2026-W04,4,26.33,2
CLI-1752,2026-W05,5,26.92,5
CLI-1752,2026-W06,9,12.65,9
CLI-1752,2026-W07,9,26.98,8
CLI-1752,2026-W08,0,1.23,0
CLI-1752,2026-W09,0,2.83,0
CLI-1752,2026-W10,1,4.48,0
CLI-1753,2026-W01,7,26.94,4
CLI-1753,2026-W02,9,21.23,6
CLI-1753,2026-W03,6,18.36,5
CLI-1753,2026-W04,10,26.75,6
CLI-1753,2026-W05,7,21.0,6
CLI-1753,2026-W06,4,21.58,2
CLI-1753,2026-W07,5,22.79,4
CLI-1753,2026-W08,10,17.1,9
CLI-1753,2026-W09,8,26.99,7
CLI-1753,2026-W10,8,19.38,5
CLI-1754,2026-W01,8,26.79,7
CLI-1754,2026-W02,8,21.98,6
CLI-1754,2026-W03,10,24.57,6
CLI-1754,2026-W04,5,25.16,4
CLI-1754,2026-W05,9,15.81,7
CLI-1754,2026-W06,3,16.79,2
CLI-1754,2026-W07,7,27.05,4
CLI-1754,2026-W08,6,24.78,5
CLI-1754,2026-W09,2,22.9,1
CLI-1754,2026-W10,7,32.49,6
CLI-1755,2026-W01,4,21.93,3
CLI-1755,2026-W02,4,19.25,3
CLI-1755,2026-W03,4,33.5,4
CLI-1755,2026-W04,7,20.94,6
CLI-1755,2026-W05,7,16.34,6
CLI-1755,2026-W06,10,25.2,8
CLI-1755,2026-W07,9,15.91,7
CLI-1755,2026-W08,10,27.1,9
CLI-1755,2026-W09,7,26.48,6
CLI-1755,2026-W10,8,14.03,6
CLI-1756,2026-W01,7,19.59,4
CLI-1756,2026-W02,8,27.11,4
CLI-1756,2026-W03,4,19.78,3
CLI-1756,2026-W04,6,18.11,3
CLI-1756,2026-W05,6,22.34,5
CLI-1756,2026-W06,9,23.74,5
CLI-1756,2026-W07,8,25.11,5
CLI-1756,2026-W08,12,22.68,10
CLI-1756,2026-W09,10,26.82,6
CLI-1756,2026-W10,11,24.8,7
CLI-1757,2026-W01,6,23.52,4
CLI-1757,2026-W02,8,26.08,7
CLI-1757,2026-W03,6,28.33,6
CLI-1757,2026-W04,8,26.2,4
CLI-1757,2026-W05,8,22.61,7
CLI-1757,2026-W06,8,25.36,6
CLI-1757,2026-W07,11,11.91,9
CLI-1757,2026-W08,9,22.22,5
CLI-1757,2026-W09,7,10.18,4
CLI-1757,2026-W10,9,21.38,5
CLI-1758,2026-W01,6,22.21,4
CLI-1758,2026-W02,7,13.29,6
CLI-1758,2026-W03,8,24.9,8
CLI-1758,2026-W04,6,23.31,5
CLI-1758,2026-W05,8,27.23,5
CLI-1758,2026-W06,7,26.01,5
CLI-1758,2026-W07,7,31.84,6
CLI-1758,2026-W08,1,5.27,0
CLI-1758,2026-W09,1,3.75,0
CLI-1758,2026-W10,0,2.02,0
CLI-1759,2026-W01,1,18.41,0
CLI-1759,2026-W02,5,22.71,3
CLI-1759,2026-W03,3,24.74,2
CLI-1759,2026-W04,9,13.84,8
CLI-1759,2026-W05,8,24.58,8
CLI-1759,2026-W06,9,14.66,8
CLI-1759,2026-W07,4,29.51,3
CLI-1759,2026-W08,1,4.6,0
CLI-1759,2026-W09,1,2.24,0
CLI-1759,2026-W10,1,6.38,0
CLI-1760,2026-W01,5,19.5,4
CLI-1760,2026-W02,5,18.13,4
CLI-1760,2026-W03,10,29.03,10
CLI-1760,2026-W04,8,24.66,6
CLI-1760,2026-W05,9,18.64,7
CLI-1760,2026-W06,8,15.52,6
CLI-1760,2026-W07,6,21.57,4
CLI-1760,2026-W08,5,15.64,5
CLI-1760,2026-W09,6,27.73,5
CLI-1760,2026-W10,11,21.84,10
CLI-1761,2026-W01,9,19.18,9
CLI-1761,2026-W02,3,17.53,1
CLI-1761,2026-W03,7,22.7,6
CLI-1761,2026-W04,7,20.59,4
CLI-1761,2026-W05,6,23.72,5
CLI-1761,2026-W06,5,26.01,4
CLI-1761,2026-W07,6,32.34,6
CLI-1761,2026-W08,7,19.6,6
CLI-1761,2026-W09,6,19.65,6
CLI-1761,2026-W10,9,21.79,6
CLI-1762,2026-W01,9,24.32,8
CLI-1762,2026-W02,8,23.86,8
CLI-1762,2026-W03,10,25.28,6
CLI-1762,2026-W04,8,24.11,6
CLI-1762,2026-W05,5,34.86,4
CLI-1762,2026-W06,9,25.14,5
CLI-1762,2026-W07,7,10.51,7
CLI-1762,2026-W08,7,22.38,4
CLI-1762,2026-W09,6,17.84,6
CLI-1762,2026-W10,7,25.86,5
CLI-1763,2026-W01,10,22.85,6
CLI-1763,2026-W02,6,20.19,4
CLI-1763,2026-W03,8,23.09,7
CLI-1763,2026-W04,8,19.8,5
CLI-1763,2026-W05,9,24.25,6
CLI-1763,2026-W06,7,13.4,5
CLI-1763,2026-W07,6,29.84,3
CLI-1763,2026-W08,4,28.59,3
CLI-1763,2026-W09,4,18.13,3
CLI-1763,2026-W10,7,30.91,5
CLI-1764,2026-W01,8,20.93,8
CLI-1764,2026-W02,6,24.61,4
CLI-1764,2026-W03,6,20.85,5
CLI-1764,2026-W04,7,25.6,7
CLI-1764,2026-W05,9,17.55,7
CLI-1764,2026-W06,6,18.37,4
CLI-1764,2026-W07,8,26.53,8
CLI-1764,2026-W08,8,11.05,6
CLI-1764,2026-W09,9,15.26,7
CLI-1764,2026-W10,6,22.99,5
CLI-1765,2026-W01,7,26.36,4
CLI-1765,2026-W02,6,17.17,4
CLI-1765,2026-W03,7,26.89,6
CLI-1765,2026-W04,9,22.44,9
CLI-1765,2026-W05,10,27.72,6
CLI-1765,2026-W06,9,16.11,6
CLI-1765,2026-W07,9,20.99,6
CLI-1765,2026-W08,7,18.59,6
CLI-1765,2026-W09,7,18.87,7
CLI-1765,2026-W10,8,21.14,5
CLI-1766,2026-W01,8,24.77,7
CLI-1766,2026-W02,7,18.31,6
CLI-1766,2026-W03,3,25.85,1
CLI-1766,2026-W04,8,21.12,6
CLI-1766,2026-W05,10,15.56,10
CLI-1766,2026-W06,8,17.18,7
CLI-1766,2026-W07,9,10.87,6
CLI-1766,2026-W08,2,7.66,0
CLI-1766,2026-W09,0,2.05,0
CLI-1766,2026-W10,1,4.82,0
CLI-1767,2026-W01,9,16.98,5
CLI-1767,2026-W02,5,27.48,3
CLI-1767,2026-W03,11,24.47,8
CLI-1767,2026-W04,9,20.34,9
CLI-1767,2026-W05,8,23.75,5
CLI-1767,2026-W06,7,28.75,4
CLI-1767,2026-W07,8,23.53,6
CLI-1767,2026-W08,1,3.87,0
CLI-1767,2026-W09,0,2.23,0
CLI-1767,2026-W10,1,5.13,0
CLI-1768,2026-W01,7,14.96,7
CLI-1768,2026-W02,11,27.34,10
CLI-1768,2026-W03,10,16.64,10
CLI-1768,2026-W04,10,31.83,8
CLI-1768,2026-W05,10,30.24,9
CLI-1768,2026-W06,9,17.77,7
CLI-1768,2026-W07,9,16.9,8
CLI-1768,2026-W08,6,23.58,6
CLI-1768,2026-W09,8,24.32,6
CLI-1768,2026-W10,4,21.23,2
CLI-1769,2026-W01,9,25.74,7
CLI-1769,2026-W02,9,23.26,9
CLI-1769,2026-W03,7,24.51,6
CLI-1769,2026-W04,7,26.51,5
CLI-1769,2026-W05,8,21.69,7
CLI-1769,2026-W06,6,27.6,4
CLI-1769,2026-W07,9,32.51,9
CLI-1769,2026-W08,9,25.05,6
CLI-1769,2026-W09,5,23.55,4
CLI-1769,2026-W10,7,26.13,4
CLI-1770,2026-W01,8,26.93,6
CLI-1770,2026-W02,12,18.01,9
CLI-1770,2026-W03,9,25.42,6
CLI-1770,2026-W04,11,25.53,8
CLI-1770,2026-W05,9,26.26,7
CLI-1770,2026-W06,9,29.27,5
CLI-1770,2026-W07,6,20.04,5
CLI-1770,2026-W08,3,3.65,0
CLI-1770,2026-W09,0,1.58,0
CLI-1770,2026-W10,1,7.88,0
CLI-1771,2026-W01,8,20.06,6
CLI-1771,2026-W02,6,23.41,6
CLI-1771,2026-W03,10,22.69,6
CLI-1771,2026-W04,7,18.52,5
CLI-1771,2026-W05,8,23.59,8
CLI-1771,2026-W06,6,27.13,4
CLI-1771,2026-W07,11,22.24,9
CLI-1771,2026-W08,8,16.48,8
CLI-1771,2026-W09,9,24.32,9
CLI-1771,2026-W10,7,18.28,5
CLI-1772,2026-W01,11,23.91,7
CLI-1772,2026-W02,6,26.28,6
CLI-1772,2026-W03,8,22.29,6
CLI-1772,2026-W04,9,8.94,7
CLI-1772,2026-W05,4,28.9,3
CLI-1772,2026-W06,7,19.87,5
CLI-1772,2026-W07,5,22.97,4
CLI-1772,2026-W08,8,29.2,7
CLI-1772,2026-W09,8,20.49,5
CLI-1772,2026-W10,8,27.55,7
CLI-1773,2026-W01,9,25.11,9
CLI-1773,2026-W02,8,19.09,6
CLI-1773,2026-W03,5,16.04,4
CLI-1773,2026-W04,8,24.49,7
CLI-1773,2026-W05,10,24.81,8
CLI-1773,2026-W06,10,21.35,8
CLI-1773,2026-W07,9,16.99,7
CLI-1773,2026-W08,0,1.18,0
CLI-1773,2026-W09,1,5.93,0
CLI-1773,2026-W10,2,7.63,0
CLI-1774,2026-W01,8,19.15,7
CLI-1774,2026-W02,7,27.9,6
CLI-1774,2026-W03,9,18.91,5
CLI-1774,2026-W04,5,23.03,3
CLI-1774,2026-W05,6,21.11,6
CLI-1774,2026-W06,5,27.2,3
CLI-1774,2026-W07,7,22.27,7
CLI-1774,2026-W08,6,20.61,6
CLI-1774,2026-W09,8,18.93,5
CLI-1774,2026-W10,7,28.93,5
CLI-1775,2026-W01,4,22.92,4
CLI-1775,2026-W02,6,28.68,4
CLI-1775,2026-W03,7,16.76,6
CLI-1775,2026-W04,7,23.75,6
CLI-1775,2026-W05,13,11.45,8
CLI-1775,2026-W06,5,28.53,4
CLI-1775,2026-W07,4,22.05,4
CLI-1775,2026-W08,7,18.8,5
CLI-1775,2026-W09,7,20.34,6
CLI-1775,2026-W10,10,28.64,9
CLI-1776,2026-W01,8,20.82,7
CLI-1776,2026-W02,8,26.03,6
CLI-1776,2026-W03,10,23.85,9
CLI-1776,2026-W04,11,18.92,9
CLI-1776,2026-W05,10,25.52,7
CLI-1776,2026-W06,6,23.16,4
CLI-1776,2026-W07,8,21.29,8
CLI-1776,2026-W08,7,14.38,7
CLI-1776,2026-W09,6,20.81,5
CLI-1776,2026-W10,6,17.72,6
CLI-1777,2026-W01,10,21.48,8
CLI-1777,2026-W02,12,23.11,12
CLI-1777,2026-W03,10,20.96,6
CLI-1777,2026-W04,6,23.31,6
CLI-1777,2026-W05,10,21.55,10
CLI-1777,2026-W06,8,23.29,5
CLI-1777,2026-W07,7,21.77,6
CLI-1777,2026-W08,6,21.94,4
CLI-1777,2026-W09,9,23.48,6
CLI-1777,2026-W10,8,25.63,8
CLI-1778,2026-W01,8,22.07,6
CLI-1778,2026-W02,9,22.68,7
CLI-1778,2026-W03,7,24.34,5
CLI-1778,2026-W04,7,20.59,7
CLI-1778,2026-W05,8,22.84,7
CLI-1778,2026-W06,5,23.67,3
CLI-1778,2026-W07,11,17.1,9
CLI-1778,2026-W08,6,35.9,6
CLI-1778,2026-W09,6,28.43,5
CLI-1778,2026-W10,7,22.3,7
CLI-1779,2026-W01,7,24.13,7
CLI-1779,2026-W02,4,22.93,4
CLI-1779,2026-W03,7,12.68,7
CLI-1779,2026-W04,10,11.46,10
CLI-1779,2026-W05,12,25.08,12
CLI-1779,2026-W06,5,28.69,5
CLI-1779,2026-W07,6,18.48,3
CLI-1779,2026-W08,4,17.68,3
CLI-1779,2026-W09,6,26.09,4
CLI-1779,2026-W10,10,15.8,6
CLI-1780,2026-W01,8,12.8,8
CLI-1780,2026-W02,8,32.81,5
CLI-1780,2026-W03,4,16.93,3
CLI-1780,2026-W04,9,26.23,6
CLI-1780,2026-W05,6,29.37,5
CLI-1780,2026-W06,6,30.37,4
CLI-1780,2026-W07,8,28.36,5
CLI-1780,2026-W08,1,6.15,0
CLI-1780,2026-W09,1,3.56,0
CLI-1780,2026-W10,0,1.94,0
CLI-1781,2026-W01,7,18.66,7
CLI-1781,2026-W02,6,30.27,5
CLI-1781,2026-W03,9,24.88,7
CLI-1781,2026-W04,10,25.09,9
CLI-1781,2026-W05,11,11.53,10
CLI-1781,2026-W06,6,18.5,5
